"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20230417","38495c80-725f-4211-90fc-ec7690366b28","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e89cf071-4f50-4e24-8adf-8584ef7248c2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7df4ae32-d2ec-42b3-8463-15c44a89bdab","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5fa3581b-5c46-4eac-a541-86c66eb8de95","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2aef5fe6-a641-4677-a52a-777fc52dee3a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","dd45dc73-8fec-4cce-9824-4c05cb5ffb29","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","33347779-632d-4e39-b053-fec72a6f8309","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2716c615-c77e-4702-a3bd-1b9812cc77cb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","320ce6b6-4384-4b57-9168-895531231e68","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","81547c5a-ae7f-42b5-8778-64ccc76c0d0b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3883d64b-ddc1-455c-931d-4f954928af72","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","c1c4c0d6-b38a-4354-a865-338f74a6e28e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","edbc3002-8933-46d6-b79f-22792fde7898","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ed031a88-3b16-40b6-9e77-ca6a2a79bec5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","733075bf-4137-4a99-843e-998ed125f702","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e75ac570-084c-469d-97d4-fda3308f852e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","8ac933e0-bf59-470c-8101-b0e0d59a0b44","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","fd95c2db-1bbe-4c5a-a711-2e3acf4ec3ed","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3b813f8a-dc6a-4791-884f-5aa94ac72ae0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","597add0a-38e9-46e0-b5d2-0731a1c758d9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","958d710f-08f9-4173-8669-6bfdec814ac3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","fc64c09d-1896-42ff-a889-822de0aed1eb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","a812944b-2c11-45c4-bdf1-f885bbbb3f4a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3386c3cf-0fa3-4403-9b0d-20dce4e3bd07","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","c6de3ba5-20d3-4435-837d-8f13ef0458f5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","1965a345-0a00-459e-9c0e-158d771f7dc1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","56b79126-1d4a-4909-8250-7f0b3e0966b7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6182c93c-03ec-4277-bcf1-dcc315fe95ac","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","fe66ef66-488e-4659-8305-5b60baf39bfa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6c948054-b1af-4774-8e17-af04cf9caf52","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","807542fd-02d1-4140-b889-de147bc2b997","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","c624c65a-dad9-44e9-953a-6faf02fc60e8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","fc40f5da-09ae-4e46-a997-d099f66d7c0b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","36376700-f027-4b0e-8b79-1dd5132365a4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3b0eeb6f-8ebb-4b3e-84a2-3c670215be59","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","94e2ad7d-8ce5-4b36-b46d-a7e7361b31f8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","397d6e8d-454a-4f20-8d74-243a50dc5d38","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6b1bb02b-30dc-4082-ac37-e49ee7486dd0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","0bcd0b93-b76d-4702-a793-6d19d2cb5924","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","460fac7c-045b-4018-aec7-6a73cb270dc9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2d0b276e-911e-41e7-bf02-4e8f257acfa3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7b0c1d39-a920-46df-bfb4-3f985c31bf41","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","186719f5-29ac-4230-b91d-a7591b02f219","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","35b8deb8-21a1-46d1-b983-caa3434519a1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","fe38de0b-4e5f-4008-a653-4e8994f44bd9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","16f891a0-90e8-4b4e-a1da-2e64630b103a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","247c1a41-4c24-4690-936d-bdf3053b5773","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2a57ab5c-5c5d-45d9-8f93-17180c960b90","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7f26bcbe-17cb-43dc-aaf1-7f3de033bb01","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6b0a9f08-0209-4c4d-83ea-b9a759b33cc7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7d952fc7-aeb0-48f4-acf4-417993a3f6d6","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","56c0acab-2d11-4c41-9845-ede16ef0ed6b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","86a94e0b-5697-411f-82a9-668b7fe0488b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","45faeaa8-4a5f-4f90-86cb-a25867697400","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6703e7ce-86f6-4ea8-a92b-85332ee067d6","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","675322ee-e8d7-41df-b509-3a203d7ed66b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","eaf6c314-3ac6-4360-a8f0-ade8f9049f48","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ca3981e2-7f63-4ecf-b731-c95c6c6e4ccc","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","6a05eb29-81ae-42ff-b977-7b47586f5bde","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","a60bd804-ed5a-4960-8c71-01bce39e6d7f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","b6920dd6-1dd5-402c-81af-843a570a728b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ffa3b383-bd21-44d1-8807-de5c7157aaae","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","c533fcf2-ef36-4b9e-86c7-d0e19fcb7284","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7e061adf-4ff1-40a8-80f2-1b8efed1e3be","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","0defc814-f174-4ff5-ad09-127c244925ca","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","984ac601-9367-4564-84eb-ace8b57073ad","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","645ab828-81eb-456a-9f23-b8d400e2f36b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","18007f74-7e11-4873-8d96-c807748d0ef4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","39ba4ad1-24aa-4300-8a51-78ac700078bc","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","d34c35ed-952e-4729-8f82-64dd24f39ed4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","8d9db865-af52-4771-a3f4-690c820167d4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2792400c-9858-4b68-a055-507286b3008d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","c3f3a4dd-8697-4be6-adba-e7e554cc1bdf","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","24d40dbd-fae0-4749-8207-edff6965ba16","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","df462606-4864-4ecb-8570-74c6e331b4e2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","52caa740-f67d-4614-b187-0c0bbbc2f78d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","a122bea9-3f7b-4dcf-a7bd-0b873da41528","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2ae23166-e67a-4b6d-89e9-94462dde1322","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","488e903a-6617-4a9b-bb3f-3dd2a894f62c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5f0c3264-9b86-4f65-be98-40ae149f51c4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","d64a71fd-abd3-431a-837e-7ec049042469","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","f6187050-4111-4175-a6eb-35121c71b278","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5c845516-aab6-4b90-a104-a0570c45938b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","8f53eeae-e4f3-4383-a73d-969121238f66","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2e3779c2-0aa4-4c15-b346-2e51064d8ad0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","1e65e720-ea6a-4ac6-9683-538e49ffd543","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","267570cd-3142-4670-acd9-37ea4ee9471b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5b099b34-36aa-4097-b956-edc1da46d194","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","4f974ce8-72b4-49ac-b2fa-6e0f4a8c14f2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","1aa4485c-ca4e-46fe-adc9-0329b3386c96","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","a189bd0a-932a-4fab-98c1-8c640a71a6c4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","393b1366-0a74-4f72-b231-8c70139579c2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","33a8cbc2-c294-4f45-80ca-eea3fc683359","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","b1c923c2-678e-41e5-95ed-e45505736b23","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","149e3981-e057-4e2e-8171-e3c3536282eb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ded30941-83a7-45f9-863c-99cd4e993e3a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","d660b468-9e82-4b93-a77e-e2a239821926","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e2347ce1-dd55-41e6-a3f8-a74e4de11180","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ac932ceb-bd62-42f3-bec2-9f09a08bf3c3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5cd64a1a-214f-4a18-a74c-f6ffa92be762","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7bd62d3b-eeb5-4ebd-b87c-810eeb890727","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","f025d6db-0c82-4040-913f-1b65bffafd84","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3ba2685a-8d05-4a5e-81be-150be26923f8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","4555863f-8c17-4dd4-bc53-3733c9506224","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7feee070-72c0-47eb-b8a0-f84e1063559a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","243a368d-3f75-466a-8203-32bcc0028ef1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","56eae846-a276-4070-b605-e763234ed2e9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ee832946-7ecb-493c-bec0-950f7e2e35e9","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","5d9f0ba6-dd8d-452d-8c18-7704cdf59c4b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","584a8ee5-9b7c-4656-9c56-73c4b769f238","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ded5a872-7f45-40e2-89a2-747ab1c34d21","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","90bbc099-8cd5-4bc1-87e8-616154d5da12","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e2000388-b449-4935-a489-b3579f91ddcc","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","64b29df7-a43b-4fa8-aeac-f15719f4fb89","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","11b9a943-79b6-4250-86e9-0d3f562a57e3","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","b4a822a2-f246-493c-aebf-a0853806e2e1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","bd9eb464-81db-437f-9024-f01ed324a742","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e65d84ad-8cd2-42f9-af33-a4dff1956197","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","343503b1-268e-4db9-876c-412afb1e2a14","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","34e86a32-bda5-4f92-9631-c15c9e1483af","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","38076138-4b7a-4fdc-96b5-d8116cb09401","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","cc4c248d-a6c6-4e7b-a60c-ee7578bb83e8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","706930c5-fa34-40de-bf34-bec9e4051354","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","bc43c742-16b6-4b19-a90a-9db03ca0d96e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","9e5a558b-b5bd-4ca2-82fe-273fc42cd56d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","1dfa01ff-afa4-4e14-911f-5614f65a46da","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","bc147290-d84d-4307-83dc-a5c53a14738f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e099b61f-4635-4ba3-b454-dd93e640b99d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ad4150d7-fa91-4c33-8e1c-99418a6d37cf","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ddcf8022-0b7a-4820-add3-4121f7bddf99","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e0b52449-7843-4dfc-9db2-f4732213eb21","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","68f61d16-1c98-48e9-8bf9-e4845e15c649","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","476202de-2c3c-4a7a-9c03-18fdb6b7b6b4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","bb1a2b1d-9c33-49a8-a660-4db9539676aa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","d2fe6e4c-8380-4fc8-80af-f2a066f669aa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e3bcd960-1f59-4e6a-a996-8e3ce2f8e413","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","b0236846-2742-4552-99ef-354601d4f62a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3919db8d-134b-42cc-af1c-d76d20f52133","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3e2db1ec-8ad6-4874-ac1e-14252dfba67a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2da23789-a39b-4c94-a487-9bea494d04e4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","eee4632e-ab49-46ac-9375-8bd9f00fd7a2","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2b511b82-9170-403d-8995-cfcf183fb7d4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","982dab35-5c21-485a-9584-2f3b463508fa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","79522e30-0fca-4a30-80cf-69b5a8d2e9a4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","7e0c0eb8-acef-44bb-baf2-5a752685ecee","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3b6acf68-5bc8-4ade-9520-efb6a57b05d1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","3dad669a-ed30-40d5-b010-e31251eac3ff","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","dfdb335b-0134-4fcf-a0ae-498b8c277a57","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","1995b9cd-a561-486a-86dd-79c0ae1ab756","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","57ab04ae-42ba-4c01-b96b-4c20c3ecdf75","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","787005e6-e800-4622-ac98-614438693676","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","0d552da8-b589-458d-94b2-71b9b81c4769","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","8852ca9c-143c-4ee6-8885-0ab16fbcaa8d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","ccab9dac-19a2-4356-a687-9b72ff7126fa","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","e4de029a-b3e9-4e3e-9878-17355364a28f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","898834ad-6082-4d58-9ca1-159462a06209","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","06530b2d-c7e7-4b96-adfa-76770a48795a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","4670f3fd-9c00-46bb-bb84-f7a363b513cd","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","eed6fda1-115c-4723-a47b-a6b6cadf9f08","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","f6202e9a-9bda-4136-8e57-f23137058813","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","2cf3f61b-44d7-4498-ae58-eac280084e24","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","af823b82-7f10-4db9-a5e4-44e2f4664f3b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","eddef233-5b34-4709-86cd-09b8ae134186","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","4536a471-133b-425a-8cf0-cb36d443c2dd","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230417","9a5eb803-0431-4984-937d-21ef5761d4bc","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","05bcc0ee-1f2a-4641-9ec9-a8c14d89ee20","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","ce2c6837-0484-4452-a925-5be8782817c0","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","18996d08-e893-461c-8b1a-55e2f91a3b92","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","9dc72f73-2017-45ca-822c-2e2df8cef664","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","46dc6a74-01fb-474e-903e-4c600acc1fdd","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","781f1d6d-8c7f-4e66-b708-52a720bdf98a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","f841c1aa-0b16-48ab-b6ef-1a5717145f68","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","58fd9b27-22b2-40c1-a3d9-b9b7e763e617","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","e1b2bf61-0f7b-48a0-a207-2451f139ff23","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","0cc43860-54d9-44ef-82ce-03a0fa022f62","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","a0fe7fdd-6607-49b8-8119-70839d59b4de","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","724b04b9-27d8-4b7a-be88-464cf5e0e072","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","24243ad4-9813-4a55-822e-a1dac793c093","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","e0617c32-f98c-436f-b345-4bf8d6823b5c","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","9b5eb777-502d-434a-8761-5a1cca0c2191","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","8f8cac0f-d0da-4d62-aeb7-294a152feaed","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","b896b4c4-a0a9-4205-9179-87805f882114","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","449fdfda-a0b9-491c-80b5-b265742ee31f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","ac05a2fe-8085-4c15-af92-65f1fd8c2256","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","19293df3-a7be-4e17-bab6-7589117f6a9f","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","ae767d75-c37b-4487-921e-40bedf85973d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","167e7338-a7a6-47f5-8e9e-4095c63eccfb","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","f162ba94-bad5-4ef7-ae34-8736207b2685","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","45cbca0d-d5bd-48da-8b19-650fdaf6544e","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","d74589da-20e6-4a97-beb7-efe58cd9aca8","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","4d431b2c-7315-40bb-a7eb-8f47807530d1","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","501ff0af-9bc3-44f0-aa92-468de046b03b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","f11b7207-ee17-4b58-b52f-a72322f4bf86","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","1b367099-e1f1-456a-94d6-d1d4ad8df39d","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","28ef0744-4ecb-4f22-8487-11ce19422877","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","e0f36bc9-7b01-444b-b7aa-11c0333ab41a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","35d63989-5222-45fd-8e10-a5ecea4a6d1a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","abfb5024-45cf-4b52-8371-356af86243ab","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","b783f98b-432d-4a22-8985-64f7ee633d66","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","b2cbc0f2-8dcf-413f-a372-eeb9d1163541","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","1277b837-fef2-47e5-91ff-b88b65d85ccf","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","85ba1efd-506a-4ac2-a204-d0a971ad03ca","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","5303b6e4-556c-46f6-8a84-29666cc55f99","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","f1f892ba-4615-4717-a8fd-269f767031c4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","2081810a-0a93-4612-9b34-74f8ab9eb00b","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","a46c9c88-112b-45e4-99c1-f6ce694db9a5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","27778019-4554-4e8b-b69f-743a38054ab5","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","a9403635-4799-4306-9b5f-49a784e2c678","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","30116f7e-7747-48d4-8591-e9865f468fd7","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","301e6f6e-1ef5-4262-a2ca-a190b593fb5a","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","264ac4f6-be15-4682-b52d-5957e950cbf4","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","44bc2484-37ca-4eef-8065-65438828fe14","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","a04e1e9b-fdeb-4c35-a2fb-9d88c3f33f40","Tick Pathogen Sample Condition","OK",NA
"SCBI_014.20230508","f6b3aba9-1179-4ff0-b09e-874b229f46d2","Tick Pathogen Sample Condition","OK",NA
